order_id,customer_id,location_id,order_date,ship_date,ship_mode,order_priority
CA-2014-RR19315140-41958,RR-193151404,3248,2014-11-15,2014-11-20,Standard Class,High
CA-2014-RR19525140-41698,RR-195251406,3557,2014-02-28,2014-03-07,Standard Class,Low
CA-2014-RR19525140-41846,RR-195251406,3608,2014-07-26,2014-07-30,Standard Class,Medium
CA-2014-RR952523-41800,RR-952523,511,2014-06-10,2014-06-12,Second Class,High
CA-2014-RS19870140-41798,RS-198701406,3631,2014-06-08,2014-06-12,Standard Class,High
CA-2014-RW19630140-41704,RW-196301402,3683,2014-03-06,2014-03-12,Standard Class,Low
CA-2014-RW19630140-41851,RW-196301404,3249,2014-07-31,2014-08-03,First Class,Medium
CA-2014-RW19630140-41971,RW-196301402,3416,2014-11-28,2014-12-01,First Class,Critical
CA-2014-RW19630140-41987,RW-196301404,3262,2014-12-14,2014-12-21,Standard Class,Medium
CA-2014-RW19690140-41790,RW-196901408,3583,2014-05-31,2014-06-01,First Class,High
CA-2014-RW963023-41970,RW-963023,507,2014-11-27,2014-11-30,Second Class,High
CA-2014-SA20830140-41996,SA-208301404,3622,2014-12-23,2014-12-29,Standard Class,Medium
CA-2014-SB20290140-41962,SB-202901406,3597,2014-11-19,2014-11-25,Standard Class,Low
CA-2014-SC1077023-41728,SC-1077023,529,2014-03-30,2014-03-30,Same Day,Critical
CA-2014-SC20050140-41670,SC-200501404,3217,2014-01-31,2014-02-04,Standard Class,Medium
CA-2014-SC20050140-41804,SC-200501402,3463,2014-06-14,2014-06-16,Second Class,High
CA-2014-SC20050140-41968,SC-200501408,3309,2014-11-25,2014-12-01,Standard Class,Medium
CA-2014-SC20095140-41776,SC-200951404,3217,2014-05-17,2014-05-20,Second Class,Medium
CA-2014-SC20095140-41846,SC-200951404,3192,2014-07-26,2014-08-01,Standard Class,Medium
CA-2014-SC20230140-41797,SC-202301406,3448,2014-06-07,2014-06-10,Second Class,High
CA-2014-SC20230140-41829,SC-202301402,3668,2014-07-09,2014-07-11,Second Class,Medium
CA-2014-SC20305140-41998,SC-203051404,3251,2014-12-25,2014-12-31,Standard Class,Medium
CA-2014-SC20680140-41849,SC-206801402,3462,2014-07-29,2014-08-04,Standard Class,Low
CA-2014-SC20680140-41968,SC-206801404,3763,2014-11-25,2014-12-02,Standard Class,Medium
CA-2014-SC20680140-41991,SC-206801404,3764,2014-12-18,2014-12-23,Standard Class,Medium
CA-2014-SC20695140-41828,SC-206951408,3309,2014-07-08,2014-07-13,Standard Class,Medium
CA-2014-SC20695140-41893,SC-206951408,3308,2014-09-11,2014-09-16,Standard Class,High
CA-2014-SC20695140-41895,SC-206951402,3470,2014-09-13,2014-09-19,Standard Class,Medium
CA-2014-SC20725140-41669,SC-207251404,3249,2014-01-30,2014-01-31,First Class,Medium
CA-2014-SC20725140-41803,SC-207251406,3298,2014-06-13,2014-06-16,First Class,Critical
CA-2014-SC20770140-41803,SC-207701408,3151,2014-06-13,2014-06-16,First Class,Critical
CA-2014-SC20770140-41809,SC-207701406,3632,2014-06-19,2014-06-21,Second Class,High
CA-2014-SC20770140-41959,SC-207701404,3214,2014-11-16,2014-11-23,Standard Class,Medium
CA-2014-SC20800140-41994,SC-208001408,3492,2014-12-21,2014-12-25,Standard Class,Medium
CA-2014-SC20845140-41955,SC-208451402,3355,2014-11-12,2014-11-16,Standard Class,Medium
CA-2014-SD20485140-41902,SD-204851406,3531,2014-09-20,2014-09-24,Second Class,High
CA-2014-SE20110140-41672,SE-201101408,3736,2014-02-02,2014-02-04,Second Class,Critical
CA-2014-SE20110140-41802,SE-201101404,3762,2014-06-12,2014-06-16,Standard Class,Medium
CA-2014-SF20065140-41990,SF-200651408,3575,2014-12-17,2014-12-20,First Class,High
CA-2014-SF20200140-41737,SF-202001406,3554,2014-04-08,2014-04-12,Standard Class,Medium
CA-2014-SF20200140-41895,SF-202001404,3762,2014-09-13,2014-09-17,Standard Class,Medium
CA-2014-SF20200140-41947,SF-202001404,3757,2014-11-04,2014-11-08,Standard Class,High
CA-2014-SF20965140-41944,SF-209651404,3247,2014-11-01,2014-11-06,Standard Class,Medium
CA-2014-SG1008023-41726,SG-1008023,529,2014-03-28,2014-04-02,Standard Class,High
CA-2014-SG20470140-41874,SG-204701404,3618,2014-08-23,2014-08-28,Standard Class,Medium
CA-2014-SG20890140-41853,SG-208901402,3667,2014-08-02,2014-08-06,Second Class,Medium
CA-2014-SH19975140-41781,SH-199751402,3362,2014-05-22,2014-05-29,Standard Class,Low
CA-2014-SH19975140-41905,SH-199751408,3664,2014-09-23,2014-09-30,Standard Class,Medium
CA-2014-SH19975140-41954,SH-199751406,3555,2014-11-11,2014-11-15,Standard Class,Medium
CA-2014-SH19975140-42000,SH-199751404,3275,2014-12-27,2015-01-03,Standard Class,Medium
CA-2014-SH20395140-41989,SH-203951406,3591,2014-12-16,2014-12-18,Second Class,Critical
CA-2014-SJ1012523-41858,SJ-1012523,495,2014-08-07,2014-08-10,First Class,Medium
CA-2014-SJ20125140-41707,SJ-201251402,3682,2014-03-09,2014-03-13,Standard Class,Medium
CA-2014-SJ20125140-41714,SJ-201251408,3492,2014-03-16,2014-03-20,Standard Class,High
CA-2014-SJ20125140-41900,SJ-201251404,3762,2014-09-18,2014-09-22,Standard Class,Medium
CA-2014-SJ20125140-41984,SJ-201251404,3212,2014-12-11,2014-12-13,First Class,High
CA-2014-SJ20215140-41913,SJ-202151402,3382,2014-10-01,2014-10-04,First Class,Medium
CA-2014-SJ20500140-41964,SJ-205001406,3297,2014-11-21,2014-11-25,Standard Class,Medium
CA-2014-SJ20500140-41975,SJ-205001406,3288,2014-12-02,2014-12-06,Second Class,High
CA-2014-SK19990140-41972,SK-199901406,3288,2014-11-29,2014-12-03,Standard Class,Medium
CA-2014-SL20155140-41984,SL-201551406,3556,2014-12-11,2014-12-15,Standard Class,High
CA-2014-SM20905140-41763,SM-209051406,3605,2014-05-04,2014-05-06,First Class,High
CA-2014-SM20950140-41671,SM-209501404,3216,2014-02-01,2014-02-07,Standard Class,Medium
CA-2014-SM20950140-41905,SM-209501404,3272,2014-09-23,2014-09-28,Standard Class,Medium
CA-2014-SN20560140-41817,SN-205601402,3470,2014-06-27,2014-06-27,Same Day,High
CA-2014-SN20710140-41909,SN-207101404,3751,2014-09-27,2014-10-01,Standard Class,Medium
CA-2014-SN20710140-41962,SN-207101402,3710,2014-11-19,2014-11-23,Standard Class,High
CA-2014-SP20545140-41713,SP-205451402,3771,2014-03-15,2014-03-20,Standard Class,Medium
CA-2014-SP20545140-41725,SP-205451406,3555,2014-03-27,2014-03-31,Standard Class,High
CA-2014-SP20620140-41982,SP-206201404,3248,2014-12-09,2014-12-15,Standard Class,Medium
CA-2014-SP20650140-41713,SP-206501404,3237,2014-03-15,2014-03-21,Standard Class,Low
CA-2014-SP20650140-41866,SP-206501406,3586,2014-08-15,2014-08-19,Standard Class,Medium
CA-2014-SP20650140-41956,SP-206501402,3363,2014-11-13,2014-11-14,First Class,High
CA-2014-SP20650140-41983,SP-206501404,3258,2014-12-10,2014-12-13,First Class,Medium
CA-2014-SP20920140-41743,SP-209201404,3247,2014-04-14,2014-04-16,First Class,High
CA-2014-SP20920140-41943,SP-209201404,3252,2014-10-31,2014-11-05,Standard Class,Medium
CA-2014-SP20920140-41956,SP-209201406,3606,2014-11-13,2014-11-17,Standard Class,Medium
CA-2014-SR20740140-41733,SR-207401402,3681,2014-04-04,2014-04-04,Same Day,Critical
CA-2014-SR20740140-41936,SR-207401406,3556,2014-10-24,2014-10-30,Standard Class,Medium
CA-2014-SS1041023-41995,SS-1041023,503,2014-12-22,2014-12-24,Second Class,High
CA-2014-SS20140140-41999,SS-201401406,3519,2014-12-26,2015-01-02,Standard Class,Medium
CA-2014-SS20590140-41769,SS-205901404,3764,2014-05-10,2014-05-15,Standard Class,High
CA-2014-SS20590140-41804,SS-205901402,3417,2014-06-14,2014-06-18,Standard Class,Medium
CA-2014-SS20590140-41885,SS-205901402,3774,2014-09-03,2014-09-03,Same Day,Critical
CA-2014-SS20590140-41937,SS-205901404,3247,2014-10-25,2014-10-25,Same Day,High
CA-2014-SU20665140-41873,SU-206651408,3577,2014-08-22,2014-08-28,Standard Class,Medium
CA-2014-SU20665140-41888,SU-206651402,3364,2014-09-06,2014-09-11,Second Class,High
CA-2014-SV20365140-41802,SV-203651404,3218,2014-06-12,2014-06-17,Standard Class,High
CA-2014-SV20365140-41901,SV-203651406,3590,2014-09-19,2014-09-21,First Class,High
CA-2014-SV20785140-41786,SV-207851404,3254,2014-05-27,2014-06-01,Standard Class,Medium
CA-2014-SV20815140-41878,SV-208151408,3318,2014-08-27,2014-08-29,First Class,High
CA-2014-SV20935140-41718,SV-209351406,3559,2014-03-20,2014-03-22,Second Class,Medium
CA-2014-SV20935140-41839,SV-209351402,3682,2014-07-19,2014-07-24,Second Class,Medium
CA-2014-SV20935140-41934,SV-209351406,3590,2014-10-22,2014-10-28,Standard Class,Low
CA-2014-SW20245140-41902,SW-202451404,3258,2014-09-20,2014-09-24,Standard Class,Medium
CA-2014-SW20275140-41954,SW-202751406,3554,2014-11-11,2014-11-15,Standard Class,Medium
CA-2014-SW20350140-41739,SW-203501402,3459,2014-04-10,2014-04-15,Second Class,Medium
CA-2014-SW20455140-41910,SW-204551404,3762,2014-09-28,2014-10-04,Standard Class,Medium
CA-2014-SW20755140-41835,SW-207551406,3554,2014-07-15,2014-07-19,Second Class,Medium
CA-2014-SZ20035140-41885,SZ-200351404,3249,2014-09-03,2014-09-05,First Class,High
CA-2014-SZ20035140-41905,SZ-200351406,3557,2014-09-23,2014-09-26,First Class,High
CA-2014-TA21385140-41885,TA-213851402,3364,2014-09-03,2014-09-05,First Class,Medium
CA-2014-TB21055140-41808,TB-210551406,3562,2014-06-18,2014-06-19,First Class,Critical
CA-2014-TB21055140-41879,TB-210551406,3452,2014-08-28,2014-09-02,Second Class,Medium
CA-2014-TB21175140-41731,TB-211751406,3557,2014-04-02,2014-04-06,Standard Class,High
CA-2014-TB21175140-41742,TB-211751408,3584,2014-04-13,2014-04-18,Standard Class,Medium
CA-2014-TB21250140-41920,TB-212501404,3218,2014-10-08,2014-10-14,Standard Class,Low
CA-2014-TB21280140-41724,TB-212801402,3614,2014-03-26,2014-03-26,Same Day,Critical
CA-2014-TB21280140-41786,TB-212801406,3299,2014-05-27,2014-06-02,Standard Class,Medium
CA-2014-TB21355140-41664,TB-213551406,3535,2014-01-25,2014-01-27,First Class,High
CA-2014-TB21355140-41879,TB-213551402,3695,2014-08-28,2014-08-30,Second Class,Medium
CA-2014-TB21355140-41966,TB-213551406,3554,2014-11-23,2014-11-27,Standard Class,Medium
CA-2014-TB21400140-41744,TB-214001408,3735,2014-04-15,2014-04-20,Second Class,Medium
CA-2014-TB21520140-41674,TB-215201404,3167,2014-02-04,2014-02-08,Standard Class,Medium
CA-2014-TB21595140-41728,TB-215951406,3607,2014-03-30,2014-04-03,Standard Class,High
CA-2014-TB21595140-42003,TB-215951402,3775,2014-12-30,2015-01-03,Standard Class,Medium
CA-2014-TB21625140-41768,TB-216251404,3213,2014-05-09,2014-05-11,First Class,High
CA-2014-TB21625140-41894,TB-216251402,3417,2014-09-12,2014-09-15,First Class,Medium
CA-2014-TC1129523-41871,TC-1129523,529,2014-08-20,2014-08-22,First Class,High
CA-2014-TC1147523-41642,TC-1147523,516,2014-01-03,2014-01-05,Second Class,High
CA-2014-TC20980140-41915,TC-209801402,3396,2014-10-03,2014-10-10,Standard Class,Medium
CA-2014-TC20980140-41970,TC-209801404,3763,2014-11-27,2014-12-03,Standard Class,Medium
CA-2014-TC21295140-41800,TC-212951408,3334,2014-06-10,2014-06-13,First Class,Critical
CA-2014-TC21475140-41979,TC-214751406,3299,2014-12-06,2014-12-11,Second Class,Medium
CA-2014-TC21475140-41989,TC-214751408,3172,2014-12-16,2014-12-20,Standard Class,Medium
CA-2014-TC21535140-41840,TC-215351404,3248,2014-07-20,2014-07-22,First Class,Medium
CA-2014-TC21535140-41962,TC-215351404,3214,2014-11-19,2014-11-23,Standard Class,High
CA-2014-TG21310140-41885,TG-213101404,3752,2014-09-03,2014-09-09,Standard Class,Medium
CA-2014-TG21310140-41959,TG-213101404,3218,2014-11-16,2014-11-18,Second Class,Critical
CA-2014-TH1155023-41907,TH-1155023,512,2014-09-25,2014-09-29,Standard Class,Medium
CA-2014-TH21100140-41769,TH-211001408,3743,2014-05-10,2014-05-13,Second Class,Medium
CA-2014-TH21115140-41748,TH-211151402,3696,2014-04-19,2014-04-24,Standard Class,Medium
CA-2014-TH21115140-41829,TH-211151406,3638,2014-07-09,2014-07-13,Standard Class,Medium
CA-2014-TH21235140-41774,TH-212351404,3170,2014-05-15,2014-05-15,Same Day,High
CA-2014-TH21235140-41786,TH-212351406,3632,2014-05-27,2014-06-02,Standard Class,Medium
CA-2014-TH21235140-41965,TH-212351404,3218,2014-11-22,2014-11-27,Standard Class,Medium
CA-2014-TN21040140-41752,TN-210401404,3165,2014-04-23,2014-04-30,Standard Class,Low
CA-2014-TN21040140-41788,TN-210401402,3380,2014-05-29,2014-06-03,Standard Class,Medium
CA-2014-TN21040140-41990,TN-210401404,3244,2014-12-17,2014-12-24,Standard Class,Medium
CA-2014-TP21130140-41835,TP-211301406,3632,2014-07-15,2014-07-17,First Class,Medium
CA-2014-TP21130140-41883,TP-211301402,3723,2014-09-01,2014-09-07,Standard Class,Low
CA-2014-TP21130140-41902,TP-211301408,3340,2014-09-20,2014-09-24,Standard Class,Medium
CA-2014-TP21130140-41979,TP-211301408,3420,2014-12-06,2014-12-08,Second Class,High
CA-2014-TP21415140-41880,TP-214151402,3681,2014-08-29,2014-09-01,First Class,Medium
CA-2014-TP21565140-41916,TP-215651402,3690,2014-10-04,2014-10-08,Standard Class,High
CA-2014-TP21565140-41948,TP-215651404,3617,2014-11-05,2014-11-07,Second Class,Medium
CA-2014-TR21325140-41866,TR-213251408,3663,2014-08-15,2014-08-17,First Class,Critical
CA-2014-TR21325140-41888,TR-213251402,3406,2014-09-06,2014-09-07,First Class,Medium
CA-2014-TR21325140-41891,TR-213251404,3762,2014-09-09,2014-09-14,Standard Class,Medium
CA-2014-TS1108523-41951,TS-1108523,488,2014-11-08,2014-11-12,Standard Class,Medium
CA-2014-TS1134023-41964,TS-1134023,503,2014-11-21,2014-11-26,Standard Class,Medium
CA-2014-TS21160140-41702,TS-211601404,3248,2014-03-04,2014-03-04,Same Day,High
CA-2014-TS21160140-41865,TS-211601402,3780,2014-08-14,2014-08-19,Second Class,Medium
CA-2014-TS21205140-41853,TS-212051404,3238,2014-08-02,2014-08-02,Same Day,Medium
CA-2014-TS21430140-41957,TS-214301402,3615,2014-11-14,2014-11-18,Standard Class,Medium
CA-2014-TS21505140-41908,TS-215051406,3589,2014-09-26,2014-09-30,Standard Class,Medium
CA-2014-TS21610140-41892,TS-216101406,3556,2014-09-10,2014-09-12,First Class,High
CA-2014-TS21610140-41900,TS-216101406,3607,2014-09-18,2014-09-21,Second Class,Critical
CA-2014-TS21655140-41999,TS-216551408,3172,2014-12-26,2014-12-30,Standard Class,Medium
CA-2014-TT21070140-41771,TT-210701404,3217,2014-05-12,2014-05-13,First Class,Medium
CA-2014-TT21220140-41775,TT-212201406,3557,2014-05-16,2014-05-22,Standard Class,Medium
CA-2014-TT21220140-41948,TT-212201404,3188,2014-11-05,2014-11-05,Same Day,Critical
CA-2014-TT21265140-41915,TT-212651406,3556,2014-10-03,2014-10-07,Standard Class,Medium
CA-2014-TT21265140-41963,TT-212651402,3394,2014-11-20,2014-11-23,First Class,Critical
CA-2014-TT21460140-41752,TT-214601402,3356,2014-04-23,2014-04-28,Standard Class,Medium
CA-2014-TW21025140-41712,TW-210251404,3166,2014-03-14,2014-03-17,First Class,Critical
CA-2014-TZ1144523-41985,TZ-1144523,519,2014-12-12,2014-12-18,Standard Class,Medium
CA-2014-VB21745140-41941,VB-217451406,3560,2014-10-29,2014-10-29,Same Day,High
CA-2014-VB21745140-41971,VB-217451402,3465,2014-11-28,2014-12-01,First Class,Medium
CA-2014-VD21670140-41788,VD-216701408,3492,2014-05-29,2014-06-05,Standard Class,Medium
CA-2014-VG21790140-41858,VG-217901404,3215,2014-08-07,2014-08-14,Standard Class,Low
CA-2014-VG21805140-41723,VG-218051402,3403,2014-03-25,2014-03-27,First Class,High
CA-2014-VG21805140-41772,VG-218051408,3746,2014-05-13,2014-05-17,Standard Class,Medium
CA-2014-VG21805140-41878,VG-218051406,3633,2014-08-27,2014-09-03,Standard Class,Low
CA-2014-VM21685140-41891,VM-216851404,3210,2014-09-09,2014-09-11,Second Class,Critical
CA-2014-VM21835140-41716,VM-218351406,3297,2014-03-18,2014-03-18,Same Day,Critical
CA-2014-VM21835140-41805,VM-218351408,3301,2014-06-15,2014-06-18,First Class,Medium
CA-2014-VP21760140-41817,VP-217601406,3557,2014-06-27,2014-07-03,Standard Class,Medium
CA-2014-VW21775140-41934,VW-217751406,3598,2014-10-22,2014-10-27,Standard Class,High
CA-2014-VW21775140-41937,VW-217751404,3215,2014-10-25,2014-10-29,Second Class,Medium
CA-2014-WB21850140-41654,WB-218501406,3555,2014-01-15,2014-01-21,Standard Class,Medium
CA-2014-WB21850140-41923,WB-218501402,3701,2014-10-11,2014-10-13,First Class,Critical
CA-2014-WB21850140-41985,WB-218501404,3180,2014-12-12,2014-12-12,Same Day,Critical
CA-2014-XP21865140-41878,XP-218651408,3338,2014-08-27,2014-08-31,Standard Class,High
CA-2014-XP21865140-41945,XP-218651402,3362,2014-11-02,2014-11-08,Standard Class,Medium
CA-2014-XP21865140-41947,XP-218651404,3218,2014-11-04,2014-11-09,Standard Class,Medium
CA-2014-YC21895140-41737,YC-218951404,3248,2014-04-08,2014-04-10,First Class,High
CA-2014-YC21895140-41889,YC-218951402,3682,2014-09-07,2014-09-13,Standard Class,Medium
CA-2014-ZC21910140-41707,ZC-219101408,3318,2014-03-09,2014-03-14,Standard Class,Medium
CA-2014-ZC21910140-41738,ZC-219101402,3695,2014-04-09,2014-04-13,Standard Class,High
CA-2014-ZD21925140-41733,ZD-219251402,3403,2014-04-04,2014-04-10,Standard Class,Medium
CA-2014-ZD21925140-41829,ZD-219251408,3312,2014-07-09,2014-07-09,Same Day,Medium
CA-2015-AA10315140-42185,AA-103151402,3483,2015-06-30,2015-07-05,Standard Class,Medium
CA-2015-AA10375140-42350,AA-103751406,3557,2015-12-12,2015-12-16,Standard Class,High
CA-2015-AA10480140-42110,AA-104801408,3571,2015-04-16,2015-04-21,Standard Class,High
CA-2015-AA10645140-42314,AA-106451404,3246,2015-11-06,2015-11-10,Standard Class,Medium
CA-2015-AB10060140-42132,AB-100601404,3213,2015-05-08,2015-05-13,Standard Class,Medium
CA-2015-AB10060140-42264,AB-100601406,3634,2015-09-17,2015-09-22,Standard Class,High
CA-2015-AB10060140-42314,AB-100601402,3393,2015-11-06,2015-11-08,First Class,High
CA-2015-AB10060140-42315,AB-100601404,3763,2015-11-07,2015-11-14,Standard Class,Low
CA-2015-AB10105140-42143,AB-101051404,3621,2015-05-19,2015-05-21,First Class,Medium
CA-2015-AB10105140-42161,AB-101051402,3711,2015-06-06,2015-06-07,First Class,High
CA-2015-AB10105140-42220,AB-101051402,3357,2015-08-04,2015-08-08,Standard Class,High
CA-2015-AB10105140-42267,AB-101051404,3165,2015-09-20,2015-09-26,Standard Class,Low
CA-2015-AB10105140-42328,AB-101051408,3421,2015-11-20,2015-11-24,Standard Class,Medium
CA-2015-AB10150140-42252,AB-101501406,3551,2015-09-05,2015-09-09,Standard Class,Medium
CA-2015-AB10150140-42328,AB-101501402,3675,2015-11-20,2015-11-22,Second Class,Medium
CA-2015-AB10165140-42094,AB-101651404,3209,2015-03-31,2015-04-02,Second Class,Medium
CA-2015-AB10165140-42109,AB-101651406,3608,2015-04-15,2015-04-18,First Class,Medium
CA-2015-AB10165140-42263,AB-101651408,3660,2015-09-16,2015-09-21,Standard Class,Medium
CA-2015-AB10165140-42344,AB-101651404,3749,2015-12-06,2015-12-10,Standard Class,Medium
CA-2015-AB10255140-42158,AB-102551406,3600,2015-06-03,2015-06-07,Standard Class,Medium
CA-2015-AB10255140-42172,AB-102551404,3539,2015-06-17,2015-06-22,Standard Class,High
CA-2015-AB10255140-42203,AB-102551404,3216,2015-07-18,2015-07-22,Standard Class,Medium
CA-2015-AB10523-42139,AB-10523,521,2015-05-15,2015-05-15,Same Day,High
CA-2015-AB25523-42326,AB-25523,524,2015-11-18,2015-11-22,Standard Class,Medium
CA-2015-AC10450140-42281,AC-104501402,3483,2015-10-04,2015-10-07,First Class,Medium
CA-2015-AC10450140-42358,AC-104501408,3428,2015-12-20,2015-12-22,First Class,High
CA-2015-AC10615140-42059,AC-106151404,3764,2015-02-24,2015-03-03,Standard Class,Low
CA-2015-AC10615140-42088,AC-106151402,3671,2015-03-25,2015-03-26,Same Day,Medium
CA-2015-AC10615140-42250,AC-106151406,3554,2015-09-03,2015-09-07,Standard Class,High
CA-2015-AC10615140-42363,AC-106151406,3560,2015-12-25,2015-12-30,Standard Class,High
CA-2015-AC10660140-42087,AC-106601402,3698,2015-03-24,2015-03-28,Standard Class,High
CA-2015-AD10180140-42027,AD-101801404,3505,2015-01-23,2015-01-28,Standard Class,Medium
CA-2015-AD10180140-42322,AD-101801406,3565,2015-11-14,2015-11-19,Second Class,Medium
CA-2015-AD10180140-42340,AD-101801406,3288,2015-12-02,2015-12-07,Standard Class,Medium
CA-2015-AF10870140-42119,AF-108701402,3362,2015-04-25,2015-05-01,Standard Class,Medium
CA-2015-AF10870140-42327,AF-108701408,3311,2015-11-19,2015-11-24,Standard Class,Medium
CA-2015-AG10270140-42091,AG-102701406,3631,2015-03-28,2015-03-30,Second Class,High
CA-2015-AG10300140-42251,AG-103001404,3249,2015-09-04,2015-09-09,Standard Class,High
CA-2015-AG10330140-42349,AG-103301404,3258,2015-12-11,2015-12-13,Second Class,Medium
CA-2015-AG10330140-42357,AG-103301408,3570,2015-12-19,2015-12-21,First Class,Medium
CA-2015-AG10330140-42361,AG-103301402,3697,2015-12-23,2015-12-27,Standard Class,Medium
CA-2015-AG10390140-42255,AG-103901404,3213,2015-09-08,2015-09-12,Standard Class,Medium
CA-2015-AG10495140-42291,AG-104951406,3633,2015-10-14,2015-10-18,Standard Class,High
CA-2015-AG10675140-42215,AG-106751408,3579,2015-07-30,2015-08-02,Second Class,High
CA-2015-AG10675140-42272,AG-106751408,3340,2015-09-25,2015-09-28,First Class,High
CA-2015-AG10765140-42292,AG-107651402,3363,2015-10-15,2015-10-19,Standard Class,Medium
CA-2015-AG10900140-42126,AG-109001408,3304,2015-05-02,2015-05-03,First Class,High
